Precinct,BIDEN,TRUMP,Jo Jorgensen,Brian Carroll,Jade Simmons,President Boddie,Don Blankenship,Brock Pierce,Tom Hoefling,Gloria La Riva,Alyson Kennedy,Kanye West,Bill Hammons,Jo Jorgensen,OTHERS
De Soto 00 50C,261,163,6,3,1,2,1,0,0,0,0,1,0,6,20
East Baton Rouge 01 001,189,137,12,0,0,0,0,0,0,0,0,5,0,12,29
East Baton Rouge 01 002,241,10,0,0,1,0,0,0,0,0,0,3,0,0,4
East Baton Rouge 01 002,233,12,2,0,3,0,0,0,1,0,0,1,1,2,10
East Baton Rouge 01 003,184,23,4,0,1,0,0,0,0,1,0,0,0,4,10
East Baton Rouge 01 004,187,1,1,0,0,0,0,0,0,0,0,1,1,1,4
East Baton Rouge 01 005,207,10,4,0,2,0,0,0,0,0,0,1,0,4,11
East Baton Rouge 01 005,224,20,2,0,2,2,0,0,0,0,0,3,0,2,11
East Baton Rouge 01 006,223,15,1,0,2,0,0,0,0,0,0,1,0,1,5
East Baton Rouge 01 007,183,130,14,2,1,0,0,0,0,0,0,1,0,14,32
East Baton Rouge 01 008,138,166,16,3,0,0,0,0,0,0,0,0,0,16,35
East Baton Rouge 01 009,199,173,9,0,1,0,1,0,0,1,0,1,0,9,22
East Baton Rouge 01 010,227,5,1,2,0,0,1,0,0,0,0,1,0,1,6
East Baton Rouge 01 010,179,7,2,1,0,0,0,0,0,0,0,2,0,2,7
East Baton Rouge 01 011,401,11,2,0,0,0,0,1,0,0,0,3,0,2,8
East Baton Rouge 01 012,110,183,8,3,0,0,0,0,0,0,0,0,0,8,19
East Baton Rouge 01 012,65,170,5,0,0,0,0,0,0,0,0,2,0,5,12
East Baton Rouge 01 013,176,24,3,0,0,1,0,0,0,0,0,2,1,3,10
East Baton Rouge 01 014,341,14,3,0,1,1,0,0,0,1,0,3,1,3,13
East Baton Rouge 01 014,282,12,1,1,1,0,0,0,0,0,0,2,0,1,6
East Baton Rouge 01 015,289,8,1,0,0,0,0,1,0,0,0,0,1,1,4
East Baton Rouge 01 015,289,14,1,0,0,1,0,0,0,1,0,0,0,1,4
East Baton Rouge 01 016,288,20,0,1,4,0,0,0,0,1,0,3,0,0,9
East Baton Rouge 01 017,132,25,3,0,0,0,0,0,0,0,0,0,0,3,6
East Baton Rouge 01 018,171,8,1,1,0,0,0,0,1,0,1,1,0,1,6
East Baton Rouge 01 019,186,10,1,0,0,1,0,1,0,0,0,1,0,1,5
East Baton Rouge 01 020,261,45,3,1,1,0,1,0,1,0,0,1,0,3,11
East Baton Rouge 01 020,272,58,0,0,0,0,0,0,1,0,0,1,4,0,6
East Baton Rouge 01 021,210,11,1,0,1,1,0,0,0,0,1,0,0,1,5
East Baton Rouge 01 022,222,12,1,0,3,1,0,0,0,0,0,1,0,1,7
East Baton Rouge 01 023,396,22,4,1,0,2,0,0,0,0,0,5,0,4,16
East Baton Rouge 01 024,363,28,3,1,3,1,0,0,1,0,0,1,0,3,13
East Baton Rouge 01 025,446,16,4,0,2,0,0,0,0,1,1,2,0,4,14
East Baton Rouge 01 026,262,9,0,0,1,1,0,0,0,1,0,0,0,0,3
East Baton Rouge 01 027,426,18,0,3,1,1,0,0,1,0,0,2,0,0,8
East Baton Rouge 01 028,392,20,3,0,0,0,0,0,0,0,0,2,0,3,8
East Baton Rouge 01 029,382,14,1,0,1,0,1,0,0,0,0,0,0,1,4
East Baton Rouge 01 030,356,18,2,1,1,2,0,0,0,0,0,4,0,2,12
East Baton Rouge 01 031,289,16,4,0,1,3,0,1,1,0,1,2,0,4,17
East Baton Rouge 01 031,301,14,0,2,1,0,0,0,0,0,0,1,0,0,4
East Baton Rouge 01 032,236,11,1,0,1,0,1,0,0,0,0,0,0,1,4
East Baton Rouge 01 032,271,9,5,1,0,0,0,0,0,0,0,2,0,5,13
East Baton Rouge 01 033,153,161,6,2,0,0,0,0,0,0,0,4,1,6,19
East Baton Rouge 01 034,88,284,9,0,0,0,0,0,0,0,0,0,0,9,18
East Baton Rouge 01 034,92,262,5,0,0,0,0,0,1,1,0,2,0,5,14
East Baton Rouge 01 035,162,178,19,1,0,0,0,0,0,1,0,4,0,19,44
East Baton Rouge 01 036,343,66,6,0,0,1,1,0,0,2,0,2,1,6,19
East Baton Rouge 01 037,207,65,5,0,0,0,0,0,0,0,2,0,0,5,12
East Baton Rouge 01 037,160,58,3,1,0,0,0,0,0,0,0,1,0,3,8
East Baton Rouge 01 038,224,15,4,0,0,1,0,0,0,0,0,0,0,4,9
East Baton Rouge 01 038,170,30,7,0,0,0,0,0,0,1,0,1,0,7,16
East Baton Rouge 01 039,165,210,6,0,0,1,0,0,0,1,0,5,0,6,19
East Baton Rouge 01 040,185,127,17,1,1,0,0,0,0,2,0,5,0,17,43
East Baton Rouge 01 041,113,154,12,2,1,0,1,0,0,1,0,3,0,12,32
East Baton Rouge 01 041,102,201,5,0,0,0,1,0,0,0,1,0,0,5,12
East Baton Rouge 01 042,115,252,8,0,0,0,0,0,0,0,0,1,0,8,17
East Baton Rouge 01 042,132,278,18,2,0,0,0,0,0,0,0,0,0,18,38
East Baton Rouge 01 043,133,271,5,1,0,0,0,0,0,0,0,1,1,5,13
East Baton Rouge 01 044,231,102,12,1,0,0,0,0,0,0,0,3,1,12,29
East Baton Rouge 01 045,257,8,1,0,0,0,0,0,1,0,0,1,0,1,4
East Baton Rouge 01 046,114,47,3,0,0,0,0,0,0,1,0,1,0,3,8
East Baton Rouge 01 046,146,34,2,0,1,0,0,0,0,0,0,0,1,2,6
East Baton Rouge 01 047,85,247,4,1,0,0,0,0,0,0,1,2,0,4,12
East Baton Rouge 01 047,119,311,7,1,0,0,0,0,0,0,0,2,0,7,17
East Baton Rouge 01 048,111,245,8,1,1,0,0,0,0,0,0,1,0,8,19
East Baton Rouge 01 048,108,216,10,3,1,0,0,1,0,0,0,1,0,10,26
East Baton Rouge 01 049,86,240,9,1,0,0,0,0,0,0,0,4,0,9,23
East Baton Rouge 01 049,57,220,7,1,0,0,0,0,0,0,0,0,0,7,15
East Baton Rouge 01 050,367,17,1,1,0,0,0,0,0,1,0,1,0,1,5
East Baton Rouge 01 051,274,13,1,0,1,1,0,0,1,0,0,2,0,1,7
East Baton Rouge 01 052,141,183,6,3,1,0,0,1,0,0,1,0,1,6,19
East Baton Rouge 01 052,123,194,6,1,0,0,0,0,0,0,0,1,0,6,14
East Baton Rouge 01 053,79,150,5,0,0,0,0,0,0,0,0,1,1,5,12
East Baton Rouge 01 053,91,159,3,0,0,1,0,0,0,0,1,1,0,3,9
East Baton Rouge 01 054,317,108,3,0,2,0,0,0,0,0,0,1,0,3,9
East Baton Rouge 01 054,361,122,3,2,0,0,0,1,1,1,0,4,0,3,15
East Baton Rouge 01 055,129,148,4,0,0,0,0,0,0,0,0,2,0,4,10
East Baton Rouge 01 055,126,185,4,1,0,0,0,0,0,0,0,2,1,4,12
East Baton Rouge 01 056,116,332,16,0,0,0,0,0,0,0,0,3,0,16,35
East Baton Rouge 01 056,116,375,14,2,0,0,0,0,1,0,0,1,1,14,33
East Baton Rouge 01 057,132,106,7,0,0,0,0,0,0,0,0,3,0,7,17
East Baton Rouge 01 058,302,24,0,0,4,0,0,0,0,0,1,1,0,0,6
East Baton Rouge 01 058,233,22,0,1,0,0,0,0,0,0,0,6,0,0,7
East Baton Rouge 01 059,256,8,4,1,2,1,0,0,0,0,0,0,0,4,12
East Baton Rouge 01 060,185,168,5,3,0,0,0,0,0,0,0,1,0,5,14
East Baton Rouge 01 060,131,160,6,0,0,1,1,1,0,0,1,2,0,6,18
East Baton Rouge 01 061,475,24,2,2,0,0,1,2,1,0,0,2,0,2,12
East Baton Rouge 01 062,351,16,0,0,1,0,0,0,0,0,0,2,0,0,3
East Baton Rouge 01 063,217,6,4,1,1,0,0,0,0,0,0,3,0,4,13
East Baton Rouge 01 063,189,12,1,1,0,1,0,2,0,0,0,2,1,1,9
East Baton Rouge 01 064,121,136,11,1,0,0,0,0,0,2,2,1,0,11,28
East Baton Rouge 01 065,180,150,9,1,3,0,0,0,0,0,0,1,0,9,23
East Baton Rouge 01 066,129,102,5,0,0,0,0,0,0,0,1,3,0,5,14
East Baton Rouge 01 066,120,108,3,0,0,0,0,0,0,0,0,2,1,3,9
East Baton Rouge 01 067,216,15,1,0,4,0,0,0,0,0,0,1,0,1,7
East Baton Rouge 01 068,231,6,2,0,1,1,0,0,0,0,0,1,0,2,7
East Baton Rouge 01 069,129,154,9,0,0,0,1,0,0,0,0,2,0,9,21
East Baton Rouge 01 069,131,181,6,2,0,0,0,0,1,0,0,1,1,6,17
East Baton Rouge 01 070,296,36,2,0,0,0,0,0,0,0,0,1,0,2,5
East Baton Rouge 01 070,263,31,4,1,0,0,0,0,0,1,0,2,2,4,14
East Baton Rouge 01 071,171,138,2,0,0,1,0,0,0,0,0,3,0,2,8
East Baton Rouge 01 071,152,122,0,0,0,0,0,0,0,0,0,2,0,0,2
East Baton Rouge 01 072,128,154,5,0,0,0,0,0,0,0,0,1,1,5,12
East Baton Rouge 01 072,130,159,5,0,0,0,0,0,0,0,0,1,0,5,11
East Baton Rouge 01 073,146,100,5,1,0,0,0,0,0,0,0,2,0,5,13
East Baton Rouge 01 073,145,100,2,0,0,0,0,0,0,0,0,1,0,2,5
East Baton Rouge 01 074,99,244,6,2,0,0,0,0,0,0,0,0,0,6,14
East Baton Rouge 01 074,104,252,4,5,0,0,0,0,0,0,0,2,0,4,15
East Baton Rouge 01 075,92,193,5,3,0,0,0,0,1,0,0,2,0,5,16
East Baton Rouge 01 075,90,174,4,2,0,0,0,0,0,0,0,2,0,4,12
East Baton Rouge 01 076,228,148,13,3,0,0,0,0,0,0,0,1,0,13,30
East Baton Rouge 01 077,344,16,1,0,0,0,1,0,0,1,0,4,0,1,8
East Baton Rouge 01 077,329,10,2,0,2,0,0,1,1,1,0,3,0,2,12
East Baton Rouge 01 078,233,33,2,0,1,0,0,0,1,0,0,2,0,2,8
East Baton Rouge 01 078,166,28,6,0,0,0,0,0,0,0,0,0,1,6,13
East Baton Rouge 01 079,155,184,12,3,2,0,0,0,0,0,0,5,1,12,35
East Baton Rouge 01 080,142,218,6,1,0,0,0,1,0,0,0,0,0,6,14
East Baton Rouge 01 080,125,179,9,0,0,0,1,0,0,0,0,2,0,9,21
East Baton Rouge 01 081,182,60,3,0,1,0,0,0,0,2,0,2,1,3,12
East Baton Rouge 01 081,145,51,4,0,3,0,0,0,0,0,0,1,0,4,12
East Baton Rouge 01 082,251,41,3,1,0,1,0,2,0,0,0,1,0,3,11
East Baton Rouge 01 082,248,41,3,2,0,0,0,1,0,1,0,1,0,3,11
East Baton Rouge 01 083,176,73,3,0,0,0,0,0,0,0,0,1,1,3,8
East Baton Rouge 01 083,156,66,0,0,2,1,0,0,0,0,0,0,0,0,3
East Baton Rouge 01 084,430,22,2,1,0,0,0,1,0,0,0,4,0,2,10
East Baton Rouge 01 085,406,13,1,0,1,2,0,1,1,0,0,0,0,1,7
East Baton Rouge 01 085,337,11,4,0,1,0,0,1,0,1,1,5,0,4,17
East Baton Rouge 01 086,234,11,2,0,1,0,0,0,0,0,0,1,0,2,6
East Baton Rouge 01 086,213,10,3,2,0,0,0,0,0,1,0,3,0,3,12
East Baton Rouge 01 087,207,121,4,0,0,0,0,1,0,0,0,2,0,4,11
East Baton Rouge 01 087,204,133,3,0,0,0,1,0,0,1,0,1,0,3,9
East Baton Rouge 01 088,306,30,3,0,0,0,0,1,0,1,0,5,1,3,14
East Baton Rouge 01 089,81,240,4,0,0,0,0,0,0,0,0,1,0,4,9
East Baton Rouge 01 090,100,140,7,0,0,0,0,0,0,0,0,0,0,7,14
East Baton Rouge 01 090,96,161,4,0,0,0,0,0,0,0,0,1,0,4,9
East Baton Rouge 01 091,188,11,1,1,0,0,0,1,0,0,0,0,0,1,4
East Baton Rouge 01 091,199,9,0,0,3,0,0,0,0,0,0,2,0,0,5
East Baton Rouge 01 092,153,10,0,0,0,0,0,0,0,0,0,1,0,0,1
East Baton Rouge 01 092,141,6,1,0,0,0,0,0,0,0,0,1,0,1,3
East Baton Rouge 01 093,126,17,0,1,0,0,1,0,0,0,0,1,1,0,4
East Baton Rouge 01 094,252,7,2,0,0,0,1,0,0,0,0,5,0,2,10
East Baton Rouge 01 095,280,10,3,1,1,1,0,0,0,1,0,0,1,3,11
East Baton Rouge 01 095,271,11,3,0,0,0,0,0,1,0,0,3,0,3,10
East Baton Rouge 01 097,235,94,3,1,0,1,0,0,0,0,0,2,0,3,10
East Baton Rouge 01 098,221,260,7,1,2,0,1,0,1,0,0,5,0,7,24
East Baton Rouge 01 098,186,250,3,2,2,0,0,0,0,0,0,2,0,3,12
East Baton Rouge 01 099,224,260,15,0,0,0,1,0,0,0,0,3,0,15,34
East Baton Rouge 01 099,177,289,8,7,2,0,0,0,0,0,1,3,0,8,29
East Baton Rouge 01 100,133,2,0,0,1,0,0,0,0,0,0,3,0,0,4
East Baton Rouge 01 100,137,0,0,0,1,1,0,0,0,0,0,1,0,0,3
East Baton Rouge 01 101,121,9,1,0,0,0,0,0,0,0,0,1,0,1,3
East Baton Rouge 01 101,120,2,0,1,2,0,0,0,0,0,0,2,0,0,5
East Baton Rouge 01 102,299,95,6,1,1,0,0,1,2,0,1,2,0,6,20
East Baton Rouge 01 103,116,185,6,1,0,0,0,0,0,0,0,3,0,6,16
East Baton Rouge 01 103,121,172,6,0,2,0,0,0,0,0,0,1,0,6,15
East Baton Rouge 01 104,253,39,3,1,1,0,0,0,0,0,0,1,0,3,9
East Baton Rouge 01 104,240,34,1,1,0,1,0,0,0,0,0,2,0,1,6
East Baton Rouge 01 105,91,336,5,0,0,0,0,0,0,0,0,1,0,5,11
East Baton Rouge 01 107,141,134,7,1,0,0,0,0,0,0,0,1,1,7,17
East Baton Rouge 02 001,329,36,3,0,4,1,0,0,0,0,0,3,0,3,14
East Baton Rouge 02 001,344,36,1,2,0,0,0,1,0,0,0,4,0,1,9
East Baton Rouge 02 002,222,49,1,0,0,0,0,0,0,0,0,3,0,1,5
East Baton Rouge 02 002,246,43,2,0,1,0,0,1,0,0,0,2,1,2,9
East Baton Rouge 02 003,211,127,1,0,1,1,0,0,1,0,0,0,0,1,5
East Baton Rouge 02 004,344,46,2,0,0,0,0,0,0,1,0,3,0,2,8
East Baton Rouge 02 005,224,167,9,0,0,1,0,0,0,0,0,2,0,9,21
East Baton Rouge 02 006,152,335,5,4,1,0,1,0,0,0,0,1,0,5,17
East Baton Rouge 02 006,125,323,4,0,0,0,0,0,1,0,0,0,0,4,9
East Baton Rouge 02 007,96,291,0,0,0,0,0,0,0,0,0,1,0,0,1
East Baton Rouge 02 007,85,295,0,0,0,0,1,0,0,0,0,0,0,0,1
East Baton Rouge 02 008,29,481,3,1,0,0,0,0,0,0,0,1,0,3,8
East Baton Rouge 02 009,91,19,0,0,0,0,0,0,0,0,0,0,0,0,0
East Baton Rouge 02 009,103,12,1,0,0,0,0,0,0,0,0,1,0,1,3
East Baton Rouge 02 010,162,117,2,0,1,1,0,0,0,0,0,2,1,2,9
East Baton Rouge 02 010,183,72,3,0,0,0,0,0,1,0,0,4,0,3,11
East Baton Rouge 02 011,324,46,0,0,3,0,1,0,1,0,0,2,0,0,7
East Baton Rouge 02 012,309,70,4,0,1,3,0,1,0,0,0,2,0,4,15
East Baton Rouge 02 012,268,81,0,1,0,0,0,1,0,0,0,1,0,0,3
East Baton Rouge 02 013,161,57,1,0,1,0,0,0,0,1,0,1,0,1,5
East Baton Rouge 02 013,135,62,3,1,1,1,1,2,1,0,0,1,0,3,14
East Baton Rouge 02 014,151,110,2,0,0,0,0,0,0,0,0,0,0,2,4
East Baton Rouge 02 014,145,92,4,0,2,0,0,0,0,0,0,0,0,4,10
East Baton Rouge 02 015,160,139,3,0,0,1,1,1,0,0,0,0,0,3,9
East Baton Rouge 02 016,278,10,1,0,2,1,0,0,0,0,0,2,0,1,7
East Baton Rouge 02 016,246,11,2,0,0,0,0,0,0,1,0,1,0,2,6
East Baton Rouge 02 017,169,53,1,3,0,1,0,1,0,0,0,0,0,1,7
East Baton Rouge 02 017,146,43,0,1,0,0,0,0,0,0,0,1,0,0,2
East Baton Rouge 02 018,92,331,11,3,0,0,0,0,0,0,0,4,0,11,29
East Baton Rouge 02 018,110,299,9,0,1,1,0,0,0,0,0,1,0,9,21
East Baton Rouge 02 019,212,32,0,0,0,0,0,0,0,0,0,2,0,0,2
East Baton Rouge 02 020,128,73,1,0,0,0,0,0,0,0,0,0,0,1,2
East Baton Rouge 02 021,220,506,10,0,1,0,1,0,0,0,0,2,0,10,24
East Baton Rouge 02 022,245,5,2,0,0,0,0,0,0,0,0,2,0,2,6
East Baton Rouge 02 022,214,3,0,0,0,1,0,0,0,0,0,2,0,0,3
East Baton Rouge 02 023,264,10,2,1,1,0,0,0,0,0,0,2,1,2,9
East Baton Rouge 02 023,235,11,4,0,0,0,0,2,0,0,0,2,0,4,12
East Baton Rouge 02 024,299,3,1,2,0,0,0,0,0,1,0,0,1,1,6
East Baton Rouge 02 025,269,67,3,1,0,0,1,1,0,0,0,1,0,3,10
East Baton Rouge 02 025,242,64,3,0,1,0,1,0,1,0,0,1,0,3,10
East Baton Rouge 02 026,197,353,14,0,0,2,0,0,1,0,0,0,0,14,31
East Baton Rouge 02 027,231,17,2,1,0,0,0,0,0,0,0,2,0,2,7
East Baton Rouge 02 027,191,23,0,0,0,0,0,0,0,0,2,1,0,0,3
East Baton Rouge 02 028,387,306,8,1,0,0,0,1,0,1,0,4,0,8,23
East Baton Rouge 02 029,173,185,14,2,0,0,0,1,0,0,0,1,0,14,32
East Baton Rouge 02 030,386,12,0,1,0,0,0,2,0,1,0,1,0,0,5
East Baton Rouge 02 030,322,11,5,0,0,2,0,0,1,0,0,4,0,5,17
East Baton Rouge 02 031,153,25,0,1,1,0,0,0,0,0,1,1,0,0,4
East Baton Rouge 02 032,230,364,6,3,3,0,0,0,0,1,0,1,0,6,20
East Baton Rouge 02 033,31,537,7,0,0,0,0,0,0,0,0,0,0,7,14
East Baton Rouge 02 034,191,257,9,0,1,0,0,0,0,0,0,1,0,9,20
East Baton Rouge 02 034,224,233,7,1,0,0,0,0,0,0,0,0,0,7,15
East Baton Rouge 02 035,59,352,8,0,0,1,0,0,0,0,0,1,0,8,18
East Baton Rouge 02 036,141,262,14,3,1,0,1,0,0,0,0,2,0,14,35
East Baton Rouge 02 036,119,266,16,2,0,0,0,0,0,0,0,1,0,16,35
East Baton Rouge 02 037,272,71,1,0,1,0,0,0,0,0,0,1,0,1,4
East Baton Rouge 03 001,57,404,7,0,0,0,0,0,0,0,0,2,0,7,16
East Baton Rouge 03 001,36,423,2,0,0,0,1,0,0,0,0,1,0,2,6
East Baton Rouge 03 002,58,279,5,1,0,0,0,0,1,0,0,1,0,5,13
East Baton Rouge 03 002,61,270,0,1,0,0,0,0,0,0,0,0,0,0,1
East Baton Rouge 03 003,89,328,11,0,0,1,0,0,0,0,0,1,1,11,25
East Baton Rouge 03 003,107,354,6,2,0,0,0,0,0,0,1,2,0,6,17
East Baton Rouge 03 004,107,196,8,1,0,0,0,0,0,0,0,0,0,8,17
East Baton Rouge 03 004,128,193,8,1,1,0,0,0,0,0,0,2,0,8,20
East Baton Rouge 03 005,281,266,23,1,0,1,0,0,1,0,1,2,1,23,53
East Baton Rouge 03 006,33,246,5,1,0,0,0,0,0,0,0,0,0,5,11
East Baton Rouge 03 006,15,306,6,0,0,0,0,0,0,1,0,0,0,6,13
East Baton Rouge 03 007,95,263,3,1,0,0,1,0,0,0,0,2,0,3,10
East Baton Rouge 03 007,131,277,6,1,1,0,2,0,1,0,0,2,0,6,19
East Baton Rouge 03 008,289,65,5,0,0,0,0,0,0,0,0,0,0,5,10
East Baton Rouge 03 008,296,68,2,1,2,0,0,0,1,0,0,4,0,2,12
East Baton Rouge 03 009,32,300,3,1,0,0,0,0,0,0,0,0,0,3,7
East Baton Rouge 03 009,38,295,3,2,0,0,0,0,0,0,0,1,0,3,9
East Baton Rouge 03 010,211,237,8,1,0,0,0,1,0,1,0,3,0,8,22
East Baton Rouge 03 011,139,51,1,0,1,0,0,0,0,0,0,2,1,1,6
East Baton Rouge 03 012,193,144,4,0,3,0,1,1,0,1,0,1,0,4,15
East Baton Rouge 03 012,193,180,4,0,0,1,1,0,0,0,0,3,0,4,13
East Baton Rouge 03 013,91,308,8,0,0,0,0,1,0,0,0,2,0,8,19
East Baton Rouge 03 014,46,170,4,0,0,0,0,0,0,0,0,0,0,4,8
East Baton Rouge 03 014,36,150,1,1,0,0,0,0,0,0,0,2,0,1,5
East Baton Rouge 03 015,118,291,9,0,0,0,0,0,0,1,0,3,0,9,22
East Baton Rouge 03 015,97,283,8,1,1,0,0,0,0,0,0,4,1,8,23
East Baton Rouge 03 016,69,338,2,4,0,0,2,0,0,0,0,0,0,2,10
East Baton Rouge 03 017,86,254,7,0,1,0,0,0,0,0,0,3,1,7,19
East Baton Rouge 03 017,84,220,9,2,0,0,1,0,0,0,0,1,0,9,22
East Baton Rouge 03 018,167,154,3,0,0,0,1,0,0,1,0,1,0,3,9
East Baton Rouge 03 018,180,108,6,0,0,0,0,0,0,0,0,3,0,6,15
East Baton Rouge 03 019,52,278,3,0,1,0,0,0,0,1,0,0,1,3,9
East Baton Rouge 03 019,56,365,4,1,0,0,0,0,0,0,0,0,0,4,9
East Baton Rouge 03 020,214,56,4,0,1,0,0,0,0,0,0,0,0,4,9
East Baton Rouge 03 020,170,50,3,0,2,1,0,0,0,0,0,1,0,3,10
East Baton Rouge 03 021,199,149,4,3,0,0,0,0,0,0,0,3,0,4,14
East Baton Rouge 03 021,172,169,4,1,0,0,0,0,0,0,0,1,0,4,10
East Baton Rouge 03 022,54,448,8,0,0,0,0,0,0,0,0,0,1,8,17
East Baton Rouge 03 023,117,137,6,1,0,0,0,0,0,0,0,3,1,6,17
East Baton Rouge 03 023,117,123,7,1,0,1,0,0,1,1,0,1,1,7,20
East Baton Rouge 03 024,245,25,1,0,0,1,1,0,0,0,0,1,0,1,5
East Baton Rouge 03 024,254,33,1,2,0,0,0,1,0,0,0,2,0,1,7
East Baton Rouge 03 025,72,344,3,0,0,0,0,0,1,0,0,0,1,3,8
East Baton Rouge 03 025,39,327,4,1,0,0,0,0,3,0,0,0,0,4,12
East Baton Rouge 03 026,63,497,13,3,0,0,0,0,0,0,0,1,0,13,30
East Baton Rouge 03 026,73,389,5,0,0,0,0,0,1,0,0,2,0,5,13
East Baton Rouge 03 027,170,127,3,0,0,0,0,0,0,0,0,2,0,3,8
East Baton Rouge 03 027,200,131,6,1,0,0,0,0,0,0,0,2,0,6,15
East Baton Rouge 03 028,139,145,8,0,0,0,0,0,0,0,0,2,0,8,18
East Baton Rouge 03 028,117,170,7,0,0,1,1,0,1,0,0,0,0,7,17
East Baton Rouge 03 029,97,153,8,1,0,0,0,0,1,1,0,2,0,8,21
East Baton Rouge 03 029,65,181,3,1,0,0,0,0,0,0,0,0,1,3,8
East Baton Rouge 03 030,71,339,4,0,0,0,0,0,1,1,1,0,0,4,11
East Baton Rouge 03 030,70,337,0,0,0,0,0,0,0,1,0,1,0,0,2
East Baton Rouge 03 031,60,175,7,0,2,0,1,1,2,0,0,1,0,7,21
East Baton Rouge 03 031,58,153,6,2,0,0,1,0,0,0,0,0,0,6,15
East Baton Rouge 03 032,216,197,4,0,0,0,1,1,0,0,0,0,0,4,10
East Baton Rouge 03 033,148,312,16,0,0,0,0,0,0,1,0,1,0,16,34
East Baton Rouge 03 033,149,343,9,0,0,0,0,0,0,0,2,1,0,9,21
East Baton Rouge 03 034,132,205,13,0,0,0,0,0,0,0,0,0,0,13,26
East Baton Rouge 03 034,103,229,4,0,0,0,0,0,0,0,0,2,0,4,10
East Baton Rouge 03 035,112,245,6,3,2,0,0,0,0,0,0,0,0,6,17
East Baton Rouge 03 035,109,255,13,1,0,0,1,0,0,0,0,0,0,13,28
East Baton Rouge 03 036,94,307,8,0,1,0,0,1,0,0,0,0,0,8,18
East Baton Rouge 03 037,70,295,8,0,0,0,0,0,0,0,0,1,0,8,17
East Baton Rouge 03 038,83,290,7,1,0,1,0,0,0,1,0,0,0,7,17
East Baton Rouge 03 038,99,331,7,0,0,0,0,0,0,0,0,1,0,7,15
East Baton Rouge 03 039,157,68,4,2,0,0,0,0,1,0,0,2,0,4,13
East Baton Rouge 03 040,102,229,10,2,0,0,0,0,1,0,0,0,0,10,23
East Baton Rouge 03 040,100,257,7,0,0,0,0,0,0,0,0,1,0,7,15
East Baton Rouge 03 041,110,278,11,0,2,0,0,0,0,1,0,0,0,11,25
East Baton Rouge 03 041,94,267,11,0,0,1,0,0,0,0,0,1,0,11,24
East Baton Rouge 03 043,61,236,5,0,0,0,0,0,0,0,0,2,0,5,12
East Baton Rouge 03 043,45,214,3,0,0,0,0,0,0,0,0,1,0,3,7
East Baton Rouge 03 044,223,16,0,0,0,0,0,0,0,1,0,1,0,0,2
East Baton Rouge 03 044,234,24,1,0,0,0,0,0,0,0,0,0,0,1,2
East Baton Rouge 03 045,69,191,8,0,2,0,0,0,0,0,0,2,0,8,20
East Baton Rouge 03 045,81,220,6,0,0,0,0,0,0,0,0,2,0,6,14
East Baton Rouge 03 046,51,480,11,0,0,0,0,0,0,0,1,0,1,11,24
East Baton Rouge 03 047,72,318,11,1,0,0,0,0,0,0,0,1,0,11,24
East Baton Rouge 03 047,96,306,14,0,0,0,0,0,0,0,0,0,0,14,28
East Baton Rouge 03 048,62,279,4,0,0,0,1,0,0,0,0,1,0,4,10
East Baton Rouge 03 048,82,191,7,1,0,0,0,0,0,0,0,2,1,7,18
East Baton Rouge 03 049,94,111,2,0,1,0,0,0,0,0,0,2,0,2,7
East Baton Rouge 03 049,89,118,5,0,0,0,0,0,0,0,0,3,0,5,13
East Baton Rouge 03 050,147,154,4,4,0,0,0,0,0,0,0,1,0,4,13
East Baton Rouge 03 050,131,166,7,2,0,0,0,0,0,0,0,1,0,7,17
East Baton Rouge 03 051,69,142,8,0,0,0,0,0,0,0,0,3,0,8,19
East Baton Rouge 03 052,117,154,4,1,0,0,0,0,0,0,0,1,0,4,10
East Baton Rouge 03 052,107,124,13,0,0,0,0,0,0,0,0,1,1,13,28
East Baton Rouge 03 053,58,155,4,1,1,0,0,0,0,0,0,0,0,4,10
East Baton Rouge 03 053,56,206,7,0,0,0,1,0,2,0,0,1,0,7,18
East Baton Rouge 03 054,141,32,1,0,0,0,0,0,0,0,0,3,0,1,5
East Baton Rouge 03 055,252,18,2,2,1,0,0,0,0,0,0,3,0,2,10
East Baton Rouge 03 055,246,20,0,0,0,0,0,0,0,0,0,0,1,0,1
East Baton Rouge 03 056,172,430,12,2,1,0,0,0,1,0,0,1,0,12,29
East Baton Rouge 03 057,264,203,6,0,2,0,0,0,0,0,0,1,0,6,15
East Baton Rouge 03 058,108,186,5,1,0,0,0,0,0,0,0,1,0,5,12
East Baton Rouge 03 059,154,259,11,2,0,0,0,1,0,0,0,1,0,11,26
East Baton Rouge 03 060,110,176,8,1,0,1,0,0,0,0,0,2,0,8,20
East Baton Rouge 03 060,119,169,2,0,1,1,0,0,0,0,0,3,0,2,9
East Baton Rouge 03 061,62,596,17,0,0,0,0,0,1,0,0,1,0,17,36
East Baton Rouge 03 062,38,201,2,0,0,0,0,0,0,0,0,0,0,2,4
East Baton Rouge 03 063,174,213,10,2,0,0,0,1,0,0,0,0,0,10,23
East Baton Rouge 03 064,72,218,1,0,2,0,0,0,1,0,0,0,0,1,5
East Baton Rouge 03 065,161,210,11,0,2,0,0,0,0,0,0,1,0,11,25
East Baton Rouge 03 066,131,438,9,1,2,0,1,1,0,1,0,1,0,9,25
